CC1=CC=C2C3=CC=CC=[N+]3[Au-]([Cl])([CH2]C3=CC=CC=C3)[C]2=C1	chelate_all_configs_failed	square_planar
CSC1=[NH+][Co-]23([I])[NH+]=C(SC)N[N]2C(C)C=C(C)[N]3N1	chelate_all_configs_failed	trigonal_bipyramid
[CH3][Ta-2]1234([CH3])[F+]C5=C(F)C(F)=C(F)C(F)=C5[N]1CC[N]2CC[N]3C1=C(F)C(F)=C(F)C(F)=C1[F+]4	chelate_all_configs_failed	pentagonal_bipyramid
CC1=C(C)N(C(C)C)[C+]([Ni-2]([CH2][Si](C)(C)C)([CH2][Si](C)(C)C)[C+]2N(C(C)C)C(C)=C(C)N2C(C)C)N1C(C)C	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 1 2 8
CC1=C(C)N(C(C)C)[C+]([Ni-2]([CH2][Si](C)(C)C)([CH2][Si](C)(C)C)[C+]2N(C(C)C)C(C)=C(C)N2C(C)C)N1C(C)C	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 1 2 8
CC1=CC(C)=[N+]([Ni-4]23([OH2+])([N+]4=C(C)C=C(C)N4)[O]C(=O)C[S+]2CC(=O)[O]3)N1	chelate_all_configs_failed	octahedron
CN(C)C1=N[N+](=CC2=CC=CC=C2)[Hg-]([C]2=CC=CC=C2)[S]1	chelate_polya_no_configs	trigonal_planar
[OH2+][Ni-4]12([OH2+])([N]=C=S)[O]C3=CC=CC=C3C=[N+]1CC[N+]21CCOCC1	chelate_all_configs_failed	octahedron
C[N+]12CCC[N]([Si](C)(C)C)[Zr-]1([CH2]C1=CC=CC=C1)([CH2]C1=CC=CC=C1)[N]([Si](C)(C)C)CCC2	chelate_all_configs_failed	trigonal_bipyramid
O=C1[O][Zr-4]23([F])([F])([O]1)([O]C(=O)C(=O)[O]2)[O]C(=O)C(=O)[O]3	f1_structqual_rejected	extra_fragments(2 comps, sizes=[5, 2])
CC(C)(C)C1=CC2=C(S)C(=C1)SC1=C3[S][WH2]4([P](C)(C)C)([P](C)(C)C)([P](C)(C)C)[S]C5=C(C=C(C(C)(C)C)C=C5SC5=C(S)C(=CC(C(C)(C)C)=C5)S2)[S]4C3=CC(C(C)(C)C)=C1	chelate_all_configs_failed	square_antiprism
CCOC(CC[C+]12->[Ru-7]3456([Cl])([Cl])([P+]78CN9CN(CN(C9)C7)C8)[C+]([C+]3[C+]14)[C+]5[C+]26)OCC	self_gate_failed	cn=4 geom=HALF-SANDWICH-9 eta6+L3
CCOC(CC[C+]12->[Ru-7]3456([Cl])([Cl])([P+]78CN9CN(CN(C9)C7)C8)[C+]([C+]3[C+]14)[C+]5[C+]26)OCC	self_gate_failed	cn=4 geom=HALF-SANDWICH-9 eta6+L3
O=C1[O][Zr-4]23([F])([F])([O]1)([O]C(=O)C(=O)[O]2)[O]C(=O)C(=O)[O]3	f1_structqual_rejected	extra_fragments(2 comps, sizes=[5, 2])
C[C+]12->[Ru-7]345678(<-[C+]1(C)[C+]->3(C)[C+]->4(C)[C+]->5(C)[C+]->62C)[N+]1=CC=CN1C(S(=O)(=O)[O-])(N1C=CC=[N+]17)N1C=CC=[N+]18	chelate_all_configs_failed	tetrahedron
CCOC(CC[C+]12->[Ru-7]3456([Cl])([Cl])([P+]78CN9CN(CN(C9)C7)C8)[C+]([C+]3[C+]14)[C+]5[C+]26)OCC	self_gate_failed	cn=4 geom=HALF-SANDWICH-9 eta6+L3
CCOC(CC[C+]12->[Ru-7]3456([Cl])([Cl])([P+]78CN9CN(CN(C9)C7)C8)[C+]([C+]3[C+]14)[C+]5[C+]26)OCC	self_gate_failed	cn=4 geom=HALF-SANDWICH-9 eta6+L3
O=C1[O][Zr-4]23([F])([F])([O]1)([O]C(=O)C(=O)[O]2)[O]C(=O)C(=O)[O]3	f1_structqual_rejected	extra_fragments(2 comps, sizes=[5, 2])
S=C=[N][Mo-3]([N]=C=S)([N]=C=S)([N]=C=S)([N+]1=CC=CC=C1)[N+]1=CC=CC=C1	self_gate_failed	cn=6 geom=OC-6 octahedron
C[N+]1(C)CC[N+](C)(C)[Ru-7]123456([Cl])<-[C+]1(C7=CC=CC=C7[NH3+])[C+]2[C+]3[C+]4[C+]5[C+]16	chelate_all_configs_failed	tetrahedron
C1=CC2=C(C=C1)C1=N[C+]34->[Re-11]56789%10%11%12%13(<-[C+]%14([C+]5[C+]6[C+]7[C+]8[C+]%149)N1C2)[C+]([C+]%10[C+]3%11)[C+]%12[C+]4%13	no_geometry_for_cn	metal=Re cn=12
O=C1[O][Zr-4]23([F])([F])([O]1)([O]C(=O)C(=O)[O]2)[O]C(=O)C(=O)[O]3	f1_structqual_rejected	extra_fragments(2 comps, sizes=[5, 2])
CC(C)[C+]12->[Ru-7]3456([Cl])([Cl])([N+]7=NC(C8=CC=CC=C8)=C8C=CC=CN87)<-[C+](C)([C+]3[C+]14)[C+]5[C+]26	self_gate_failed	cn=4 geom=HALF-SANDWICH-9 eta6+L3
CC(C)[C+]12->[Ru-7]3456([Cl])([Cl])([N+]7=NC(C8=CC=CC=C8)=C8C=CC=CN87)<-[C+](C)([C+]3[C+]14)[C+]5[C+]26	self_gate_failed	cn=4 geom=HALF-SANDWICH-9 eta6+L3
CC(C)[C+]12->[Ru-7]3456([Cl])([Cl])([N+]7=NC(C8=CC=CC=C8)=C8C=CC=CN87)<-[C+](C)([C+]3[C+]14)[C+]5[C+]26	self_gate_failed	cn=4 geom=HALF-SANDWICH-9 eta6+L3
CC(C)[C+]12->[Ru-7]3456([Cl])([Cl])([N+]7=NC(C8=CC=CC=C8)=C8C=CC=CN87)<-[C+](C)([C+]3[C+]14)[C+]5[C+]26	self_gate_failed	cn=4 geom=HALF-SANDWICH-9 eta6+L3
[NH3+][Re-3]12([C]#[O+])([N]=O)[NH+]3CC[NH+]1CC[NH+]2CC3	chelate_all_configs_failed	octahedron
[C](#CC1=CSC=C1)[Au-][P+]12CN3CN(CN(C3)C1)C2	self_gate_failed	cn=2 geom=L-2 linear
O=C1[O][Zr-4]23([F])([F])([O]1)([O]C(=O)C(=O)[O]2)[O]C(=O)C(=O)[O]3	f1_structqual_rejected	extra_fragments(2 comps, sizes=[5, 2])
[O+]#[C][Mo-4]([I])([I])([I])([C]#[O+])([C]#[O+])[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
[O+]#[C][Mo-4]([I])([I])([I])([C]#[O+])([C]#[O+])[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
[O+]#[C][Mo-4]([I])([I])([I])([C]#[O+])([C]#[O+])[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
[O+]#[C][Mo-4]([I])([I])([I])([C]#[O+])([C]#[O+])[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
[O+]#[C][Mo-4]([I])([I])([I])([C]#[O+])([C]#[O+])[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
[O+]#[C][Mo-4]([I])([I])([I])([C]#[O+])([C]#[O+])[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
[O+]#[C][Mo-4]([I])([I])([I])([C]#[O+])([C]#[O+])[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
[O+]#[C][Mo-4]([I])([I])([I])([C]#[O+])([C]#[O+])[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
[O+]#[C][Mo-4]([I])([I])([I])([C]#[O+])([C]#[O+])[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
[O+]#[C][Mo-4]([I])([I])([I])([C]#[O+])([C]#[O+])[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
[O+]#[C][Mo-4]([I])([I])([I])([C]#[O+])([C]#[O+])[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
[O+]#[C][Mo-4]([I])([I])([I])([C]#[O+])([C]#[O+])[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
O=C1[O][Zr-4]23([F])([F])([O]1)([O]C(=O)C(=O)[O]2)[O]C(=O)C(=O)[O]3	f1_structqual_rejected	extra_fragments(2 comps, sizes=[5, 2])
[O+]#[C][Mo-4]([I])([I])([I])([C]#[O+])([C]#[O+])[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
[Cl][Pt-2]123([Cl])[Se+]4CCC[Se+]1CCC[Se+]2CCC[Se+]3CCC4	chelate_all_configs_failed	octahedron
[O+]#[C][Mo-4]([I])([I])([I])([C]#[O+])([C]#[O+])[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
O=C1[O][Zr-4]23([F])([F])([O]1)([O]C(=O)C(=O)[O]2)[O]C(=O)C(=O)[O]3	f1_structqual_rejected	extra_fragments(2 comps, sizes=[5, 2])
O=C1[O][Zr-4]23([F])([F])([O]1)([O]C(=O)C(=O)[O]2)[O]C(=O)C(=O)[O]3	f1_structqual_rejected	extra_fragments(2 comps, sizes=[5, 2])
CC(C)(C)N1C=CN2C[P+](C(C)(C)C)(C(C)(C)C)[Rh-3]([C]#[O+])([C]#[O+])[C+]21	chelate_all_configs_failed	square_planar
C1=CC2=CC=CC3=C2[N+](=C1)[Fe-4]12([NH2+]3)([NH2+]C3=C4C(=CC=C3)C=CC=[N+]41)[NH2+]C1=C3C(=CC=C1)C=CC=[N+]32	chelate_all_configs_failed	octahedron
O=C1[O][Zr-4]23([F])([F])([O]1)([O]C(=O)C(=O)[O]2)[O]C(=O)C(=O)[O]3	f1_structqual_rejected	extra_fragments(2 comps, sizes=[5, 2])
CC1=CC(C)=C(N2C=CN(C3=C(C)C=C(C)C=C3C)C2=[N][Ti]([Cl])([Cl])[Cl])C(C)=C1	self_gate_failed	cn=4 geom=T-4 tetrahedron
CC(C)[N]1C2=CC=CC=C2[O][Ti-2]123([C]1=CC=CC=C1[N]2C(C)C)[P+](C)(C)CC[P+]3(C)C	chelate_all_configs_failed	octahedron
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
O=C1[O][Zr-4]23([F])([F])([O]1)([O]C(=O)C(=O)[O]2)[O]C(=O)C(=O)[O]3	chelate_all_configs_failed	square_antiprism
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[NH+]1CC[N+](C)(C)[Ni-4]12([Cl])([Cl])[NH+](C)CC[N+]2(C)C	chelate_all_configs_failed	octahedron
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
CC(C)C1=CC=CC(C(C)C)=C1N1C=CN(C2=C(C(C)C)C=CC=C2C(C)C)C1=[N][Sc-9]1234567(<-[C+]8=[C+]->1[C+]->2=[C+]->3[C+]->4=[C+]->5[C+]->6=[C+]->78)[O+]1CCCC1	self_gate_failed	cn=3 geom=SP-3 trigonal planar
C[P+](C)(C)[Mo-5]([C]#[O+])([C]#[O+])([O]C(=O)C(F)(F)F)([O]C(=O)C(F)(F)F)([P+](C)(C)C)[P+](C)(C)C	self_gate_failed	cn=7 geom=PB-7 pentagonal bipyramid
CC(C)(C)C1=CC=CC(C(C)(C)C)=C1[O][Ta+]([CH-][Si](C)(C)C)([CH2][Si](C)(C)C)[O]C1=C(C(C)(C)C)C=CC=C1C(C)(C)C	self_gate_failed	cn=4 geom=T-4 tetrahedron
C[Si]12C[P+](C)(C)[Ru-7]345(<-[C+]([CH+]3)([CH+]4)[CH+]5)([P+](C)(C)C1)[P+](C)(C)C2	chelate_all_configs_failed	pentagonal_bipyramid
CC1=CC(C)=C(N2C=CN(C3=C(C)C=C(C)C=C3C)[C+]2[IrH-3]2([Cl])([P+](C)(C)C)[CH2]C3=CC(C)=CC(C)=C3N3C=CN(C4=C(C)C=C(C)C=C4C)[C+]32)C(C)=C1	chelate_all_configs_failed	octahedron
[O+]#[C][Re-5]1([C]#[O+])([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[N](C2=CC=CC=C2)C=[N+]1C1=CC=CC=C1	chelate_all_configs_failed	octahedron
[Cl][Ni-4]1234[NH2+]CC[S+]1CC[S+]2CC[S+]3CC[NH2+]4	chelate_all_configs_failed	octahedron
CC(C)[Si]1(C(C)C)[Cl+][IrH-3]23([CH]1C1=CC=CC=C1[P+]2(C1=CC=CC=C1)C1=CC=CC=C1)[Si](C(C)C)(C(C)C)CC1=CC=CC=C1[P+]3(C1=CC=CC=C1)C1=CC=CC=C1	chelate_all_configs_failed	octahedron
CN(C)C=[O+][Cu-4]1234[NH+]5CC[S+]1CC[O+]2CC[O+]3CC[S+]4CC5	chelate_all_configs_failed	octahedron
C#[C][Re-2]([N]=O)([N]=O)([P+](C(C)C)(C(C)C)C(C)C)[P+](C(C)C)(C(C)C)C(C)C	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
C#[C][Re-2]([N]=O)([N]=O)([P+](C(C)C)(C(C)C)C(C)C)[P+](C(C)C)(C(C)C)C(C)C	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
C#[C][Re-2]([N]=O)([N]=O)([P+](C(C)C)(C(C)C)C(C)C)[P+](C(C)C)(C(C)C)C(C)C	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
C#[C][Re-2]([N]=O)([N]=O)([P+](C(C)C)(C(C)C)C(C)C)[P+](C(C)C)(C(C)C)C(C)C	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
C#[C][Re-2]([N]=O)([N]=O)([P+](C(C)C)(C(C)C)C(C)C)[P+](C(C)C)(C(C)C)C(C)C	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
CC[N](CC)[Hf-]1([O]C2=C(C(C)(C)C)C=CC=C2C(C)(C)C)([N](CC)CC)[N]2C(CN(C)C)=CC=C2C[N+]1(C)C	chelate_all_configs_failed	trigonal_bipyramid
NC1=CC=[N+](C2OC(CO)C(O)C2O)C(=O)[N]1[Pd-2]12[NH2+]CC(=O)[N]1C(CC1=CC=C(O)C=C1)C(=O)[O]2	chelate_all_configs_failed	square_planar
N#CC1=C(C#N)[S][Mo-2]23([S]1)([S]C(C#N)=C(C#N)[S]2)[S]C(C#N)=C(C#N)[S]3	chelate_all_configs_failed	octahedron
CC1=CC2=C3C4=C1C=C(C)C1=C4[C+]45->[Rh-9]6789%10%11([C+]([C+]->6(C)[C+]->7(C=C2C)[C+]->834)[C+]->95C(C)=C1)(<-[C+]1=[C+]->%10CCCCCC1)<-[C+]1=[C+]->%11CCCCCC1	geom_not_in_polya_groups	BICAP-10 bicapped square antiprism
N#CC1=NC2=C3C=CC=[N+]4C3=C3C(=C2N=C1C#N)C=CC=[N+]3[Ag-2]4[C]#N	chelate_polya_no_configs	trigonal_planar
C1=CC=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[IrH2-3]([S+]2CCCC2)([S+]2CCCC2)[P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1	self_gate_failed	cn=6 geom=OC-6 octahedron
C[N](C)[Ta]1([N](C)C)([N](C)C)[N](C2CCCCC2)C(=NC2CCCCC2)[N]1C1CCCCC1	chelate_all_configs_failed	trigonal_bipyramid
C[P+](C)(C)[Ir-3]1([Cl])([P+](C)(C)C)([P+](C)(C)C)[CH]=CC=C[Se]1	chelate_all_configs_failed	octahedron
[CH3][Au-]1([CH3])[S]C(=NC2CCCCC2)[P+]1(C1CCCCC1)C1CCCCC1	chelate_all_configs_failed	square_planar
C1=CC=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[IrH2-3]([S+]2CCCC2)([S+]2CCCC2)[P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1	self_gate_failed	cn=6 geom=OC-6 octahedron
C1=CC=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[IrH2-3]([S+]2CCCC2)([S+]2CCCC2)[P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1	self_gate_failed	cn=6 geom=OC-6 octahedron
[O+]#[C][W-6]1([C]#[O+])([C]#[O+])([C]#[O+])[Te][Te][Te][Te]1	chelate_all_configs_failed	octahedron
CC(C)C1=CC=CC(C(C)C)=C1[N]1C2=CC=CC=C2[N](C2=C(C(C)C)C=CC=C2C(C)C)[Ta]1([CH3])([CH3])[CH3]	chelate_all_configs_failed	trigonal_bipyramid
CC1(C)C[NH+]2CC[O][Zn-3]23([NH2+]CC[OH+]3)[S]1	chelate_all_configs_failed	trigonal_bipyramid
CC1=CC(C)=[N+]2CC[N+]3=CC4=CC=CC=C4[O][Ni-2]32[O]1	chelate_all_configs_failed	square_planar
OC1C[S+]2CC[S+]3CC[S+](C1)[Ni-4]3214[S+]2CC[S+]1CC(O)C[S+]4CC2	chelate_all_configs_failed	octahedron
CC(C)[C+]12->[Ru-7]34567([I])(<-[C+](C)([C+]3[C+]14)[C+]5[C+]26)[N+]1=CC=CN=C1C1=NC=CC=[N+]17	chelate_all_configs_failed	tetrahedron
CNC1=[S+][Co-4]234([OH+]CC(C)=[N+]2N1)[OH+]CC(C)=[N+]3NC(NC)=[S+]4	f1_structqual_rejected	extra_fragments(2 comps, sizes=[19, 2])
[Cl][Co-3]123([N+]4=CC=CC=C4)[NH2+]CC[NH+]1CC[NH+]2CC[NH2+]3	chelate_all_configs_failed	octahedron
CC(C)[N]1[P+](C(C)C)(C(C)C)[Cr-3]123([N](C(C)C)[P+]2(C(C)C)C(C)C)[N](C(C)C)[P+]3(C(C)C)C(C)C	chelate_all_configs_failed	octahedron
CC(C)C1=CC=CC(C(C)C)=C1[N]1C=C[N](C2=C(C(C)C)C=CC=C2C(C)C)[Ta+]1([Br])([Br])([Br])[Br]	chelate_all_configs_failed	octahedron
COC12C=CC(CC1)C1C(=O)[C+]34->[Cr-9]5678([C]#[O+])([C]#[O+])([C]#[O+])<-[C+]3(C(=O)C12)[C+]5[C+]6[C+]7[C+]48	self_gate_failed	cn=4 geom=HALF-SANDWICH-9 eta6+L3
COC12C=CC(CC1)C1C(=O)[C+]34->[Cr-9]5678([C]#[O+])([C]#[O+])([C]#[O+])<-[C+]3(C(=O)C12)[C+]5[C+]6[C+]7[C+]48	self_gate_failed	cn=4 geom=HALF-SANDWICH-9 eta6+L3
CNC1=[S+][Co-4]234([OH+]CC(C)=[N+]2N1)[OH+]CC(C)=[N+]3NC(NC)=[S+]4	chelate_all_configs_failed	octahedron
CC(C)C1=CC=CC(C(C)C)=C1N1C=CN(C2=C(C(C)C)C=CC=C2C(C)C)[C+]1[Au-]([Cl])([Cl])[N+]1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 13 14 28
CC(C)C1=CC=CC(C(C)C)=C1N1C=CN(C2=C(C(C)C)C=CC=C2C(C)C)[C+]1[Au-]([Cl])([Cl])[N+]1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 13 14 28
[O+]#[C][Mn-8]12345([C]#[O+])([C]#[O+])<-[C+]67C=CN[C+]->16[C+]2[C+]3[C+]4[C+]75	self_gate_failed	cn=4 geom=HALF-SANDWICH-9 eta6+L3
[O+]#[C][Mn-8]12345([C]#[O+])([C]#[O+])<-[C+]67C=CN[C+]->16[C+]2[C+]3[C+]4[C+]75	self_gate_failed	cn=4 geom=HALF-SANDWICH-9 eta6+L3
O=S=N[P+](C1=CC=CC=C1)(C1=CC=CC=C1)[Mo-6]([C]#[O+])([C]#[O+])([C]#[O+])([C]#[O+])[C]#[O+]	self_gate_failed	cn=6 geom=OC-6 octahedron
[O+]#[C][PtH2-2]([Br])([Br])[Br]	self_gate_failed	cn=6 geom=OC-6 octahedron
[O+]#[C][PtH2-2]([Br])([Br])[Br]	self_gate_failed	cn=6 geom=OC-6 octahedron
[O+]#[C][PtH2-2]([Br])([Br])[Br]	self_gate_failed	cn=6 geom=OC-6 octahedron
[C+]1=[C+]2->[Ag-7]134567[O+]1CC[O+]3CC[O+]4CC[N+]5(CC2)CC[O+]6CC[O+]7CC1	hyperdentate_nonhapto	denticity=8
C=C[CH2][Pt-2]([Br])([P+](CC)(CC)CC)[P+](CC)(CC)CC	self_gate_failed	cn=4 geom=SP-4 square planar
N#CC1=C(C#N)[S][Mo-]2(=[O])([S]C3=CC=C([N+](=O)[O-])C=C3)([S]1)[N]1C=CC=C3C=CC4=CC=C[N]2C4=C31	chelate_all_configs_failed	octahedron
O=C1C2=CC=CC=[N+]2[Cu-3]23([F+][B-](F)(F)F)[N]1C1=CC=CC=C1[N+]2=CC1=CC=CC=[N+]13	chelate_all_configs_failed	trigonal_bipyramid
O=S(=O)([O][IrH2-3]([Cl+]CCl)([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1C2=CC=CC=C2CC(C2=CC=CC=C2)C2=CC=CC=C21)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1C2=CC=CC=C2CC(C2=CC=CC=C2)C2=CC=CC=C21)C(F)(F)F	ligand_too_large	nheavy=34 denticity=1 cap=30
[Cl][Hf-2]123([Cl])[N]4CCCC[N+]1=C1C=CC=CC=C1[N]2CCCC[N+]3=C1C=CC=CC=C14	chelate_all_configs_failed	octahedron
[O+]#[C][Cr-6]([C]#[O+])([C]#[O+])([C]#[O+])([NH+]1CCCCC1)[NH+]1CCCCC1	self_gate_failed	cn=6 geom=OC-6 octahedron
